Tile Ground 0 0
Tile Ground 1 0
Tile Ground 2 0
Tile Ground 3 0
Tile Ground 4 0
Tile Ground 5 0
Tile Ground 6 0
Tile Ground 7 0
Tile Ground 8 0
Tile Ground 9 0
Tile Ground 10 0
Tile Ground 11 0
Tile Ground 12 0
Tile Ground 13 0
Tile Ground 14 0
Tile Ground 15 0
Tile Ground 16 0
Tile Ground 17 0
Tile Ground 18 0
Tile Ground 19 0
Tile Ground 20 0
Tile Ground 21 0
Tile Ground 22 0
Tile Ground 23 0
Tile Ground 24 0
Tile Ground 25 0
Tile Ground 26 0
Tile Ground 27 0
Tile Ground 28 0
Tile Ground 29 0
Tile Ground 30 0
Tile Ground 31 0
Tile Ground 32 0
Tile Ground 33 0
Tile Ground 34 0
Tile Ground 35 0
Tile Ground 36 0
Tile Ground 37 0
Tile Ground 38 0
Tile Ground 39 0
Tile Ground 40 0
Tile Ground 41 0
Tile Ground 42 0
Tile Ground 43 0
Tile Ground 44 0
Tile Ground 45 0
Tile Ground 46 0
Tile Ground 47 0
Tile Ground 48 0
Tile Ground 49 0
Tile Ground 50 0
Tile Ground 51 0
Tile Ground 52 0
Tile Ground 53 0
Tile Ground 54 0
Tile Ground 55 0
Tile Ground 56 0
Tile Ground 57 0
Tile Ground 58 0
Tile Ground 59 0
Tile Ground 65 0
Tile Ground 66 0
Tile Ground 67 0
Tile Ground 68 0
Tile Ground 69 0
Tile Ground 70 0
Tile Ground 71 0
Tile Ground 72 0
Tile Ground 73 0
Tile Ground 74 0
Tile Ground 75 0
Tile Ground 76 0
Tile Ground 77 0
Tile Ground 78 0
Tile Ground 79 0
Tile Ground 80 0
Tile Ground 81 0
Tile Ground 82 0
Tile Ground 83 0
Tile Ground 84 0
Tile Ground 85 0
Tile Ground 86 0
Tile Ground 87 0
Tile Ground 88 0
Tile Ground 89 0
Tile Ground 90 0
Tile Ground 91 0
Tile Ground 92 0
Tile Ground 93 0
Tile Ground 94 0
Tile Ground 95 0
Tile Ground 96 0
Tile Ground 97 0
Tile Ground 98 0
Tile Ground 99 0
Dec HillBig 0 1
Dec CloudSmall 7 8
Dec BushBig 12 1
Dec HillSmall 17 1
Tile Question 17 3
Tile Brick 20 3
Dec CloudSmall 19 9
Tile Question 21 3
Tile Brick 22 3
Tile Question 22 6
Tile Question 23 3
Dec BushSmall 23 1
Tile Brick 24 3
Tile Pipe 28 1
Dec CloudBig 27 8
Dec CloudMedium 36 9
Tile PipeSub 38 1
Tile Pipe 38 2
Dec BushMedium 41 1
Tile PipeSub 46 1
Tile PipeSub 46 2
Tile Pipe 46 3
Dec HillBig 48 1
Dec CloudBig 49 9
Dec CloudMedium 55 7
Tile Ground 62 3
Dec CloudSmall 66 8
Dec BushSmall 67 1
Tile Brick 70 3
Tile Question 71 3
Tile Brick 72 3
Tile Question 72 6
Dec CloudBig 73 9
Tile Question 73 3
Tile Brick 74 3
Dec HillSmall 75 1
Tile Flagpole 80 1
Dec CastleSmall 84 1
Tile Ground 99 1
Tile Ground 99 2
Tile Ground 99 3
Tile Ground 99 4
Tile Ground 99 5
Tile Ground 99 6
Tile Ground 99 7
Tile Ground 99 8
Tile Ground 99 9
Tile Ground 99 10
Tile Ground 99 11
Player 1 1 32 64 5 12 20 1 Buster
